	datetime	humidity	pressure	temperature	weather description	wind direction	wind speed
19714	2014-12-31 22:00:00	59.0	1022.0	268.05	sky is clear	249.0	2.0
19715	2014-12-31 23:00:00	69.0	1026.0	268.633088676	sky is clear	250.0	3.0
19716	2015-01-01 00:00:00	59.0	1022.0	268.05	sky is clear	249.0	2.0
19717	2015-01-01 01:00:00	59.0	1022.0	268.05	sky is clear	249.0	2.0
19718	2015-01-01 02:00:00	58.0	1021.0	267.186	sky is clear	246.0	2.0
19719	2015-01-01 03:00:00	58.0	1021.0	267.186	sky is clear	246.0	2.0
19720	2015-01-01 04:00:00	58.0	1021.0	267.186	sky is clear	246.0	2.0
19721	2015-01-01 05:00:00	52.0	1019.0	266.66700000000003	sky is clear	251.0	3.0
19722	2015-01-01 06:00:00	52.0	1019.0	266.66700000000003	sky is clear	251.0	3.0
19723	2015-01-01 07:00:00	52.0	1019.0	266.66700000000003	sky is clear	251.0	3.0
19724	2015-01-01 08:00:00	57.0	1018.0	266.57599999999996	sky is clear	258.0	3.0
19725	2015-01-01 09:00:00	57.0	1018.0	266.57599999999996	sky is clear	258.0	3.0
19726	2015-01-01 10:00:00	57.0	1018.0	266.57599999999996	sky is clear	258.0	3.0
19727	2015-01-01 11:00:00	57.0	1019.0	266.449	sky is clear	261.0	3.0
19728	2015-01-01 12:00:00	57.0	1019.0	266.449	sky is clear	261.0	3.0
19729	2015-01-01 13:00:00	62.0	1021.0	267.178609781	sky is clear	258.0	3.0
19730	2015-01-01 14:00:00	76.0	1028.0	268.99130489099997	sky is clear	251.0	3.0
19731	2015-01-01 15:00:00	69.0	1025.0	269.261737159	sky is clear	251.0	4.0
19732	2015-01-01 16:00:00	88.0	1034.0	271.460666667	sky is clear	242.0	4.0
19733	2015-01-01 17:00:00	87.0	1033.0	272.117333333	sky is clear	240.0	5.0
19734	2015-01-01 18:00:00	70.0	1024.0	271.94921907400004	sky is clear	244.0	4.0
19735	2015-01-01 19:00:00	73.0	1025.0	272.838278841	sky is clear	240.0	4.0
19736	2015-01-01 20:00:00	54.0	1015.0	272.941	sky is clear	244.0	4.0
19737	2015-01-01 21:00:00	54.0	1015.0	272.941	sky is clear	244.0	4.0
19738	2015-01-01 22:00:00	54.0	1015.0	272.941	sky is clear	244.0	4.0
19739	2015-01-01 23:00:00	58.0	1015.0	272.754	sky is clear	241.0	3.0
19740	2015-01-02 00:00:00	58.0	1015.0	272.754	sky is clear	241.0	3.0
19741	2015-01-02 01:00:00	58.0	1015.0	272.754	sky is clear	241.0	3.0
19742	2015-01-02 02:00:00	55.0	1015.0	273.289	sky is clear	254.0	3.0
19743	2015-01-02 03:00:00	55.0	1015.0	273.289	sky is clear	254.0	3.0
19744	2015-01-02 04:00:00	55.0	1015.0	273.289	sky is clear	254.0	3.0
19745	2015-01-02 05:00:00	59.0	1016.0	273.027	sky is clear	259.0	3.0
19746	2015-01-02 06:00:00	59.0	1016.0	273.027	sky is clear	259.0	3.0
19747	2015-01-02 07:00:00	59.0	1016.0	273.027	sky is clear	259.0	3.0
19748	2015-01-02 08:00:00	62.0	1016.0	272.405	sky is clear	261.0	3.0
19749	2015-01-02 09:00:00	62.0	1016.0	272.405	sky is clear	261.0	3.0
19750	2015-01-02 10:00:00	62.0	1016.0	272.405	sky is clear	261.0	3.0
19751	2015-01-02 11:00:00	69.0	1023.0	272.86592472	sky is clear	258.0	3.0
19752	2015-01-02 12:00:00	62.0	1019.0	271.795	sky is clear	254.0	3.0
19753	2015-01-02 13:00:00	65.0	1022.0	272.503545455	sky is clear	254.0	3.0
19754	2015-01-02 14:00:00	71.0	1029.0	273.976272727	sky is clear	255.0	3.0
19755	2015-01-02 15:00:00	67.0	1026.0	274.231246909	sky is clear	259.0	3.0
19756	2015-01-02 16:00:00	76.0	1036.0	276.025	sky is clear	259.0	4.0
19757	2015-01-02 17:00:00	75.0	1036.0	276.601	sky is clear	263.0	4.0
19758	2015-01-02 18:00:00	57.0	1021.0	276.927	sky is clear	270.0	3.0
19759	2015-01-02 19:00:00	56.0	1023.0	276.237	sky is clear	271.0	3.0
19760	2015-01-02 20:00:00	56.0	1023.0	276.237	sky is clear	271.0	3.0
19761	2015-01-02 21:00:00	56.0	1023.0	276.237	sky is clear	271.0	3.0
19762	2015-01-02 22:00:00	56.0	1023.0	276.237	sky is clear	271.0	3.0
19763	2015-01-02 23:00:00	65.0	1029.0	275.481568751	sky is clear	267.0	3.0
19764	2015-01-03 00:00:00	62.0	1025.0	272.58299999999997	sky is clear	266.0	2.0
19765	2015-01-03 01:00:00	62.0	1025.0	272.58299999999997	sky is clear	266.0	2.0
19766	2015-01-03 02:00:00	70.0	1028.0	269.642	sky is clear	264.0	1.0
19767	2015-01-03 03:00:00	70.0	1028.0	269.642	sky is clear	264.0	1.0
19768	2015-01-03 04:00:00	70.0	1028.0	269.642	sky is clear	264.0	1.0
19769	2015-01-03 05:00:00	77.0	1030.0	266.944	sky is clear	294.0	1.0
19770	2015-01-03 06:00:00	77.0	1030.0	266.944	sky is clear	294.0	1.0
19771	2015-01-03 07:00:00	77.0	1030.0	266.944	sky is clear	294.0	1.0
19772	2015-01-03 08:00:00	77.0	1031.0	266.302	few clouds	7.0	2.0
19773	2015-01-03 09:00:00	77.0	1031.0	266.302	few clouds	7.0	2.0
19774	2015-01-03 10:00:00	77.0	1031.0	266.302	few clouds	7.0	2.0
19775	2015-01-03 11:00:00	79.0	1032.0	266.718	few clouds	52.0	1.0
19776	2015-01-03 12:00:00	79.0	1032.0	266.718	few clouds	52.0	1.0
19777	2015-01-03 13:00:00	79.0	1032.0	266.718	few clouds	52.0	1.0
19778	2015-01-03 14:00:00	67.0	1035.0	272.187	broken clouds	81.0	2.0
19779	2015-01-03 15:00:00	68.0	1037.0	272.883544368	broken clouds	84.0	2.0
19780	2015-01-03 16:00:00	84.0	1049.0	274.930666667	broken clouds	91.0	3.0
19781	2015-01-03 17:00:00	82.0	1048.0	275.874333333	broken clouds	97.0	3.0
19782	2015-01-03 18:00:00	74.0	1032.0	274.868	overcast clouds	103.0	2.0
19783	2015-01-03 19:00:00	74.0	1032.0	274.868	overcast clouds	103.0	2.0
19784	2015-01-03 20:00:00	94.0	1022.0	274.05	light rain	107.0	2.0
19785	2015-01-03 21:00:00	95.0	1020.0	274.35	light rain	107.0	2.0
19786	2015-01-03 22:00:00	95.0	1019.0	274.65	light rain	107.0	2.0
19787	2015-01-03 23:00:00	96.0	1019.0	274.75	moderate rain	120.0	2.0
19788	2015-01-04 00:00:00	96.0	1017.0	274.85	moderate rain	120.0	2.0
19789	2015-01-04 01:00:00	96.0	1015.0	275.05	moderate rain	120.0	2.0
19790	2015-01-04 02:00:00	96.0	1013.0	275.05	moderate rain	126.0	2.0
19791	2015-01-04 03:00:00	96.0	1012.0	275.35	moderate rain	126.0	2.0
19792	2015-01-04 04:00:00	97.0	1010.0	275.65	moderate rain	126.0	2.0
19793	2015-01-04 05:00:00	96.0	1009.0	275.65	moderate rain	170.0	1.0
19794	2015-01-04 06:00:00	96.0	1008.0	275.55	moderate rain	170.0	1.0
19795	2015-01-04 07:00:00	97.0	1007.0	275.15	moderate rain	170.0	1.0
19796	2015-01-04 08:00:00	97.0	1006.0	275.05	light rain	229.0	2.0
19797	2015-01-04 09:00:00	97.0	1006.0	274.95	light rain	229.0	2.0
19798	2015-01-04 10:00:00	97.0	1006.0	275.05	light rain	229.0	2.0
19799	2015-01-04 11:00:00	97.0	1005.0	275.65	light rain	218.0	3.0
19800	2015-01-04 12:00:00	97.0	1005.0	278.15	light rain	225.0	1.0
19801	2015-01-04 13:00:00	97.0	1004.0	278.294763729	light rain	223.0	1.0
19802	2015-01-04 14:00:00	97.0	1004.0	278.55	light rain	220.0	3.0
19803	2015-01-04 15:00:00	97.0	1003.0	279.85	moderate rain	212.0	4.0
19804	2015-01-04 16:00:00	97.0	1002.0	280.286216498	light rain	216.0	3.0
19805	2015-01-04 17:00:00	97.0	1000.0	281.35	light rain	226.0	3.0
19806	2015-01-04 18:00:00	97.0	999.0	281.784530707	light rain	218.0	2.0
19807	2015-01-04 19:00:00	98.0	998.0	282.55	light rain	205.0	1.0
19808	2015-01-04 20:00:00	95.0	1005.0	284.33591218099997	heavy intensity rain	209.0	2.0
19809	2015-01-04 21:00:00	97.0	996.0	282.95	overcast clouds	223.0	5.0
19810	2015-01-04 22:00:00	97.0	996.0	281.95	light rain	223.0	5.0
19811	2015-01-04 23:00:00	95.0	1004.0	283.811029912	heavy intensity rain	217.0	5.0
19812	2015-01-05 00:00:00	98.0	997.0	282.75	light rain	225.0	4.0
19813	2015-01-05 01:00:00	98.0	997.0	283.05	light rain	225.0	4.0
19814	2015-01-05 02:00:00	97.0	998.0	282.85	overcast clouds	272.0	6.0
19815	2015-01-05 03:00:00	80.0	999.0	283.35	light rain	272.0	6.0
19816	2015-01-05 04:00:00	65.0	1000.0	282.95	light rain	307.0	2.0
19817	2015-01-05 05:00:00	61.0	1001.0	281.45	sky is clear	277.0	5.0
19818	2015-01-05 06:00:00	62.0	1001.0	280.55	sky is clear	254.0	2.0
19819	2015-01-05 07:00:00	65.0	1003.0	279.55	sky is clear	252.0	3.0
19820	2015-01-05 08:00:00	66.0	1003.0	278.55	sky is clear	203.0	1.0
19821	2015-01-05 09:00:00	66.0	1004.0	277.85	sky is clear	216.0	1.0
19822	2015-01-05 10:00:00	63.0	1005.0	277.55	sky is clear	294.0	2.0
19823	2015-01-05 11:00:00	58.0	1006.0	277.05	few clouds	315.0	2.0
19824	2015-01-05 12:00:00	57.0	1008.0	276.45	few clouds	223.0	1.0
19825	2015-01-05 13:00:00	51.0	1010.0	275.55	few clouds	232.0	2.0
19826	2015-01-05 14:00:00	64.0	1017.0	275.290180523	light rain	245.0	3.0
19827	2015-01-05 15:00:00	59.0	1018.0	275.085657078	light rain	249.0	3.0
19828	2015-01-05 16:00:00	90.0	1033.0	274.46166666700003	light rain	282.0	6.0
19829	2015-01-05 17:00:00	84.0	1033.0	274.277333333	light rain	283.0	6.0
19830	2015-01-05 18:00:00	58.0	1020.0	274.778276657	sky is clear	291.0	2.0
19831	2015-01-05 19:00:00	38.0	1013.0	274.85	sky is clear	298.0	1.0
19832	2015-01-05 20:00:00	41.0	1014.0	273.75	sky is clear	332.0	2.0
19833	2015-01-05 21:00:00	39.0	1016.0	272.65	sky is clear	257.0	2.0
19834	2015-01-05 22:00:00	42.0	1017.0	271.85	sky is clear	293.0	3.0
19835	2015-01-05 23:00:00	42.0	1019.0	270.95	sky is clear	288.0	2.0
19836	2015-01-06 00:00:00	39.0	1019.0	270.35	sky is clear	293.0	3.0
19837	2015-01-06 01:00:00	40.0	1019.0	269.35	sky is clear	293.0	3.0
19838	2015-01-06 02:00:00	42.0	1020.0	268.55	sky is clear	290.0	3.0
19839	2015-01-06 03:00:00	45.0	1020.0	267.75	sky is clear	290.0	3.0
19840	2015-01-06 04:00:00	48.0	1020.0	267.25	sky is clear	290.0	3.0
19841	2015-01-06 05:00:00	50.0	1021.0	266.75	few clouds	256.0	1.0
19842	2015-01-06 06:00:00	51.0	1021.0	266.25	few clouds	285.0	2.0
19843	2015-01-06 07:00:00	53.0	1021.0	265.85	few clouds	285.0	2.0
19844	2015-01-06 08:00:00	52.0	1020.0	265.85	sky is clear	222.0	1.0
19845	2015-01-06 09:00:00	54.0	1020.0	265.95	sky is clear	285.0	1.0
19846	2015-01-06 10:00:00	54.0	1019.0	266.05	sky is clear	285.0	1.0
19847	2015-01-06 11:00:00	56.0	1020.0	266.25	broken clouds	258.0	1.0
19848	2015-01-06 12:00:00	61.0	1020.0	266.050194121	broken clouds	254.0	1.0
19849	2015-01-06 13:00:00	82.0	1018.0	265.25	broken clouds	240.0	1.0
19850	2015-01-06 14:00:00	85.0	1018.0	265.45	broken clouds	190.0	1.0
19851	2015-01-06 15:00:00	83.0	1016.0	266.05	broken clouds	190.0	1.0
19852	2015-01-06 16:00:00	82.0	1016.0	266.249550688	light snow	197.0	1.0
19853	2015-01-06 17:00:00	82.0	1013.0	267.15	broken clouds	226.0	2.0
19854	2015-01-06 18:00:00	81.0	1012.0	267.20770850900004	broken clouds	233.0	2.0
19855	2015-01-06 19:00:00	81.0	1011.0	267.45	overcast clouds	260.0	2.0
19856	2015-01-06 20:00:00	81.0	1011.0	267.45	overcast clouds	260.0	2.0
19857	2015-01-06 21:00:00	83.0	1011.0	267.35	overcast clouds	260.0	2.0
19858	2015-01-06 22:00:00	84.0	1010.0	266.05	scattered clouds	274.0	2.0
19859	2015-01-06 23:00:00	88.0	1016.0	266.738439024	light snow	275.0	3.0
19860	2015-01-07 00:00:00	88.0	1010.0	263.95	scattered clouds	274.0	2.0
19861	2015-01-07 01:00:00	89.0	1010.0	263.75	scattered clouds	274.0	2.0
19862	2015-01-07 02:00:00	89.0	1010.0	263.75	scattered clouds	264.0	2.0
19863	2015-01-07 03:00:00	89.0	1009.0	262.65	scattered clouds	264.0	2.0
19864	2015-01-07 04:00:00	88.0	1008.0	261.95	scattered clouds	264.0	2.0
19865	2015-01-07 05:00:00	89.0	1007.0	261.35	sky is clear	261.0	2.0
19866	2015-01-07 06:00:00	90.0	1008.0	261.75	sky is clear	261.0	2.0
19867	2015-01-07 07:00:00	91.0	1011.0	262.56782789700003	few clouds	260.0	2.0
19868	2015-01-07 08:00:00	95.0	1020.0	264.603913949	scattered clouds	256.0	3.0
19869	2015-01-07 09:00:00	90.0	1006.0	263.623195934	sky is clear	263.0	2.0
19870	2015-01-07 10:00:00	96.0	1019.0	266.259027258	scattered clouds	257.0	3.0
19871	2015-01-07 11:00:00	90.0	1005.0	265.65	sky is clear	265.0	3.0
19872	2015-01-07 12:00:00	91.0	1007.0	265.921534912	sky is clear	267.0	3.0
19873	2015-01-07 13:00:00	100.0	1026.0	267.572333333	few clouds	270.0	5.0
19874	2015-01-07 14:00:00	100.0	1026.0	267.761666667	sky is clear	276.0	5.0
19875	2015-01-07 15:00:00	100.0	1026.0	267.9055	few clouds	273.0	5.0
19876	2015-01-07 16:00:00	100.0	1026.0	268.11	sky is clear	282.0	6.0
19877	2015-01-07 17:00:00	100.0	1026.0	268.269	sky is clear	282.0	6.0
19878	2015-01-07 18:00:00	62.0	1013.0	268.017085667	few clouds	269.0	3.0
19879	2015-01-07 19:00:00	44.0	1006.0	268.05	few clouds	264.0	3.0
19880	2015-01-07 20:00:00	62.0	1007.0	266.95	scattered clouds	355.0	1.0
19881	2015-01-07 21:00:00	55.0	1008.0	266.344463668	scattered clouds	341.0	2.0
19882	2015-01-07 22:00:00	40.0	1011.0	264.85	scattered clouds	306.0	4.0
19883	2015-01-07 23:00:00	45.0	1013.0	263.65	few clouds	16.0	2.0
19884	2015-01-08 00:00:00	44.0	1013.0	263.281351841	few clouds	13.0	2.0
19885	2015-01-08 01:00:00	44.0	1015.0	261.75	few clouds	5.0	2.0
19886	2015-01-08 02:00:00	46.0	1016.0	261.15	sky is clear	355.0	3.0
19887	2015-01-08 03:00:00	48.0	1016.0	260.75	sky is clear	315.0	5.0
19888	2015-01-08 04:00:00	49.0	1016.0	260.45	sky is clear	355.0	2.0
19889	2015-01-08 05:00:00	51.0	1017.0	260.05	sky is clear	306.0	1.0
19890	2015-01-08 06:00:00	53.0	1018.0	259.85	sky is clear	302.0	1.0
19891	2015-01-08 07:00:00	56.0	1018.0	259.55	sky is clear	306.0	1.0
19892	2015-01-08 08:00:00	54.0	1018.0	259.45	sky is clear	315.0	4.0
19893	2015-01-08 09:00:00	56.0	1019.0	259.25	sky is clear	315.0	4.0
19894	2015-01-08 10:00:00	57.0	1019.0	259.45	sky is clear	315.0	4.0
19895	2015-01-08 11:00:00	62.0	1020.0	259.45	sky is clear	236.0	1.0
19896	2015-01-08 12:00:00	66.0	1021.0	259.45	sky is clear	308.0	3.0
19897	2015-01-08 13:00:00	68.0	1021.0	260.25	sky is clear	308.0	3.0
19898	2015-01-08 14:00:00	62.0	1021.0	262.35	sky is clear	270.0	4.0
19899	2015-01-08 15:00:00	67.0	1024.0	262.988236617	sky is clear	268.0	4.0
19900	2015-01-08 16:00:00	100.0	1043.0	265.085	sky is clear	267.0	4.0
19901	2015-01-08 17:00:00	100.0	1042.0	265.922	sky is clear	264.0	4.0
19902	2015-01-08 18:00:00	49.0	1019.0	266.95	sky is clear	230.0	1.0
19903	2015-01-08 19:00:00	49.0	1019.0	266.65	sky is clear	322.0	1.0
19904	2015-01-08 20:00:00	50.0	1019.0	266.25	sky is clear	270.0	1.0
19905	2015-01-08 21:00:00	55.0	1018.0	265.45	sky is clear	225.0	1.0
19906	2015-01-08 22:00:00	55.0	1018.0	265.35	sky is clear	227.0	1.0
19907	2015-01-08 23:00:00	59.0	1024.0	263.91900000000004	sky is clear	222.0	2.0
19908	2015-01-09 00:00:00	59.0	1024.0	263.91900000000004	sky is clear	222.0	2.0
19909	2015-01-09 01:00:00	59.0	1024.0	263.91900000000004	sky is clear	222.0	2.0
19910	2015-01-09 02:00:00	61.0	1023.0	263.473	few clouds	221.0	2.0
19911	2015-01-09 03:00:00	61.0	1023.0	263.473	few clouds	221.0	2.0
19912	2015-01-09 04:00:00	64.0	1020.0	263.987	broken clouds	204.0	3.0
19913	2015-01-09 05:00:00	67.0	1021.0	264.153071193	broken clouds	204.0	3.0
19914	2015-01-09 06:00:00	64.0	1020.0	263.987	broken clouds	204.0	3.0
19915	2015-01-09 07:00:00	68.0	1021.0	264.689281351	broken clouds	206.0	3.0
19916	2015-01-09 08:00:00	83.0	1026.0	266.889640676	broken clouds	212.0	5.0
19917	2015-01-09 09:00:00	66.0	1016.0	265.469	broken clouds	208.0	3.0
19918	2015-01-09 10:00:00	68.0	1015.0	266.259578947	broken clouds	217.0	3.0
19919	2015-01-09 11:00:00	71.0	1015.0	267.138	overcast clouds	227.0	3.0
19920	2015-01-09 12:00:00	71.0	1015.0	267.138	overcast clouds	227.0	3.0
19921	2015-01-09 13:00:00	72.0	1016.0	267.356549579	snow	227.0	3.0
19922	2015-01-09 14:00:00	86.0	1023.0	268.884274789	snow	232.0	5.0
19923	2015-01-09 15:00:00	73.0	1015.0	268.876	overcast clouds	234.0	3.0
19924	2015-01-09 16:00:00	76.0	1017.0	269.526549451	snow	237.0	4.0
19925	2015-01-09 17:00:00	84.0	1023.0	271.051274725	snow	243.0	5.0
19926	2015-01-09 18:00:00	80.0	1021.0	270.07219164599996	snow	250.0	4.0
19927	2015-01-09 19:00:00	91.0	1029.0	272.234333333	snow	256.0	6.0
19928	2015-01-09 20:00:00	91.0	1029.0	271.892666667	snow	263.0	5.0
19929	2015-01-09 21:00:00	94.0	1031.0	271.1135	snow	259.0	5.0
19930	2015-01-09 22:00:00	92.0	1031.0	270.917666667	snow	269.0	5.0
19931	2015-01-09 23:00:00	95.0	1032.0	270.284333333	snow	269.0	5.0
19932	2015-01-10 00:00:00	61.0	1018.0	267.501	sky is clear	269.0	3.0
19933	2015-01-10 01:00:00	61.0	1018.0	267.326559727	sky is clear	269.0	3.0
19934	2015-01-10 02:00:00	62.0	1020.0	265.557	sky is clear	273.0	3.0
19935	2015-01-10 03:00:00	61.0	1020.0	265.373808151	sky is clear	273.0	3.0
19936	2015-01-10 04:00:00	59.0	1021.0	263.903	sky is clear	275.0	3.0
19937	2015-01-10 05:00:00	66.0	1024.0	264.30776282799997	sky is clear	275.0	3.0
19938	2015-01-10 06:00:00	59.0	1021.0	263.903	sky is clear	275.0	3.0
19939	2015-01-10 07:00:00	59.0	1021.0	263.670098869	sky is clear	276.0	3.0
19940	2015-01-10 08:00:00	59.0	1022.0	262.731	sky is clear	280.0	3.0
19941	2015-01-10 09:00:00	58.0	1022.0	262.631825678	sky is clear	280.0	3.0
19942	2015-01-10 10:00:00	58.0	1025.0	261.683	sky is clear	283.0	3.0
19943	2015-01-10 11:00:00	64.0	1027.0	261.97046240599997	sky is clear	282.0	3.0
19944	2015-01-10 12:00:00	60.0	1026.0	261.283	sky is clear	283.0	3.0
19945	2015-01-10 13:00:00	60.0	1027.0	261.661495296	sky is clear	283.0	2.0
19946	2015-01-10 14:00:00	61.0	1030.0	263.712	sky is clear	283.0	2.0
19947	2015-01-10 15:00:00	60.0	1030.0	263.954714799	sky is clear	283.0	2.0
19948	2015-01-10 16:00:00	56.0	1029.0	265.914	sky is clear	282.0	3.0
19949	2015-01-10 17:00:00	61.0	1031.0	265.990175268	sky is clear	282.0	3.0
19950	2015-01-10 18:00:00	55.0	1030.0	266.155	sky is clear	279.0	2.0
19951	2015-01-10 19:00:00	55.0	1030.0	266.09802462700003	sky is clear	277.0	2.0
19952	2015-01-10 20:00:00	56.0	1030.0	265.857	sky is clear	268.0	2.0
19953	2015-01-10 21:00:00	56.0	1030.0	265.581794963	sky is clear	267.0	2.0
19954	2015-01-10 22:00:00	64.0	1032.0	261.921	sky is clear	249.0	2.0
19955	2015-01-10 23:00:00	65.0	1032.0	262.010690027	sky is clear	249.0	2.0
19956	2015-01-11 00:00:00	64.0	1032.0	261.921	sky is clear	249.0	2.0
19957	2015-01-11 01:00:00	64.0	1032.0	261.90422282599997	sky is clear	249.0	2.0
19958	2015-01-11 02:00:00	69.0	1033.0	261.039	sky is clear	254.0	2.0
19959	2015-01-11 03:00:00	68.0	1033.0	260.997336203	sky is clear	254.0	2.0
19960	2015-01-11 04:00:00	66.0	1034.0	260.145	few clouds	257.0	2.0
19961	2015-01-11 05:00:00	67.0	1035.0	260.34966945599996	few clouds	257.0	2.0
19962	2015-01-11 06:00:00	66.0	1034.0	260.145	few clouds	257.0	2.0
19963	2015-01-11 07:00:00	65.0	1034.0	260.212912702	scattered clouds	259.0	2.0
19964	2015-01-11 08:00:00	65.0	1035.0	260.498	broken clouds	265.0	1.0
19965	2015-01-11 09:00:00	65.0	1035.0	260.498	broken clouds	265.0	1.0
19966	2015-01-11 10:00:00	65.0	1035.0	260.498	broken clouds	265.0	1.0
19967	2015-01-11 11:00:00	68.0	1036.0	261.22900000000004	broken clouds	236.0	1.0
19968	2015-01-11 12:00:00	83.0	1038.0	257.324	sky is clear	215.0	1.0
19969	2015-01-11 13:00:00	68.0	1036.0	261.22900000000004	broken clouds	236.0	1.0
19970	2015-01-11 14:00:00	61.0	1039.0	263.666	sky is clear	232.0	1.0
19971	2015-01-11 15:00:00	63.0	1036.0	265.41	sky is clear	195.0	1.0
19972	2015-01-11 16:00:00	63.0	1036.0	265.41	sky is clear	195.0	1.0
19973	2015-01-11 17:00:00	79.0	1042.0	267.72710665	sky is clear	201.0	1.0
19974	2015-01-11 18:00:00	60.0	1034.0	270.275	sky is clear	211.0	2.0
19975	2015-01-11 19:00:00	60.0	1034.0	270.38939909	sky is clear	211.0	2.0
19976	2015-01-11 20:00:00	66.0	1033.0	271.757	sky is clear	215.0	2.0
19977	2015-01-11 21:00:00	66.0	1033.0	271.757	sky is clear	215.0	2.0
19978	2015-01-11 22:00:00	66.0	1033.0	271.757	sky is clear	215.0	2.0
19979	2015-01-11 23:00:00	80.0	1033.0	267.92	scattered clouds	214.0	2.0
19980	2015-01-12 00:00:00	80.0	1033.0	267.92	scattered clouds	214.0	2.0
19981	2015-01-12 01:00:00	80.0	1033.0	267.92	scattered clouds	214.0	2.0
19982	2015-01-12 02:00:00	73.0	1033.0	267.795	scattered clouds	208.0	2.0
19983	2015-01-12 03:00:00	73.0	1033.0	267.795	scattered clouds	208.0	2.0
19984	2015-01-12 04:00:00	73.0	1033.0	267.795	scattered clouds	208.0	2.0
19985	2015-01-12 05:00:00	84.0	1031.0	266.631	broken clouds	203.0	1.0
19986	2015-01-12 06:00:00	84.0	1031.0	266.631	broken clouds	203.0	1.0
19987	2015-01-12 07:00:00	84.0	1031.0	266.631	broken clouds	203.0	1.0
19988	2015-01-12 08:00:00	74.0	1029.0	268.177	overcast clouds	211.0	1.0
19989	2015-01-12 09:00:00	74.0	1029.0	268.177	overcast clouds	211.0	1.0
19990	2015-01-12 10:00:00	74.0	1029.0	268.177	overcast clouds	211.0	1.0
19991	2015-01-12 11:00:00	91.0	1027.0	270.573	overcast clouds	222.0	1.0
19992	2015-01-12 12:00:00	91.0	1027.0	270.573	overcast clouds	222.0	1.0
19993	2015-01-12 13:00:00	91.0	1027.0	270.573	overcast clouds	222.0	1.0
19994	2015-01-12 14:00:00	97.0	1026.0	272.368	overcast clouds	199.0	1.0
19995	2015-01-12 15:00:00	97.0	1026.0	272.368	overcast clouds	199.0	1.0
19996	2015-01-12 16:00:00	97.0	1026.0	272.368	overcast clouds	199.0	1.0
19997	2015-01-12 17:00:00	98.0	1022.0	274.3	light rain	245.0	1.0
19998	2015-01-12 18:00:00	98.0	1022.0	274.3	light rain	245.0	1.0
19999	2015-01-12 19:00:00	100.0	1020.0	276.032	moderate rain	265.0	1.0
20000	2015-01-12 20:00:00	100.0	1020.0	276.032	moderate rain	265.0	1.0
20001	2015-01-12 21:00:00	100.0	1020.0	276.032	moderate rain	265.0	1.0
20002	2015-01-12 22:00:00	99.0	1020.0	275.680585757	moderate rain	268.0	1.0
20003	2015-01-12 23:00:00	97.0	1020.0	274.131	broken clouds	285.0	1.0
20004	2015-01-13 00:00:00	97.0	1020.0	274.131	broken clouds	285.0	1.0
20005	2015-01-13 01:00:00	97.0	1020.0	274.131	broken clouds	285.0	1.0
20006	2015-01-13 02:00:00	99.0	1021.0	274.323	scattered clouds	342.0	2.0
20007	2015-01-13 03:00:00	99.0	1021.0	274.323	scattered clouds	342.0	2.0
20008	2015-01-13 04:00:00	99.0	1021.0	274.323	scattered clouds	342.0	2.0
20009	2015-01-13 05:00:00	89.0	1023.0	273.04400000000004	scattered clouds	348.0	2.0
20010	2015-01-13 06:00:00	89.0	1023.0	273.04400000000004	scattered clouds	348.0	2.0
20011	2015-01-13 07:00:00	89.0	1023.0	273.04400000000004	scattered clouds	348.0	2.0
20012	2015-01-13 08:00:00	84.0	1025.0	270.625	sky is clear	355.0	3.0
20013	2015-01-13 09:00:00	84.0	1025.0	270.625	sky is clear	355.0	3.0
20014	2015-01-13 10:00:00	84.0	1025.0	270.625	sky is clear	355.0	3.0
20015	2015-01-13 11:00:00	85.0	1029.0	268.681	sky is clear	6.0	2.0
20016	2015-01-13 12:00:00	85.0	1029.0	268.681	sky is clear	6.0	2.0
20017	2015-01-13 13:00:00	85.0	1029.0	268.681	sky is clear	6.0	2.0
20018	2015-01-13 14:00:00	76.0	1031.0	269.27299999999997	sky is clear	9.0	3.0
20019	2015-01-13 15:00:00	76.0	1031.0	269.27299999999997	sky is clear	9.0	3.0
20020	2015-01-13 16:00:00	77.0	1033.0	268.447	sky is clear	0.0	0.0
20021	2015-01-13 17:00:00	70.0	1032.0	270.23900000000003	sky is clear	18.0	2.0
20022	2015-01-13 18:00:00	65.0	1033.0	269.301	sky is clear	20.0	2.0
20023	2015-01-13 19:00:00	65.0	1033.0	269.301	sky is clear	20.0	2.0
20024	2015-01-13 20:00:00	70.0	1034.0	268.20799999999997	sky is clear	38.0	2.0
20025	2015-01-13 21:00:00	70.0	1034.0	268.20799999999997	sky is clear	38.0	2.0
20026	2015-01-13 22:00:00	70.0	1034.0	268.20799999999997	sky is clear	38.0	2.0
20027	2015-01-13 23:00:00	71.0	1035.0	263.88	sky is clear	39.0	2.0
20028	2015-01-14 00:00:00	71.0	1035.0	263.88	sky is clear	39.0	2.0
20029	2015-01-14 01:00:00	71.0	1035.0	263.88	sky is clear	39.0	2.0
20030	2015-01-14 02:00:00	71.0	1035.0	262.828	few clouds	37.0	2.0
20031	2015-01-14 03:00:00	71.0	1035.0	262.828	few clouds	37.0	2.0
20032	2015-01-14 04:00:00	71.0	1035.0	262.828	few clouds	37.0	2.0
20033	2015-01-14 05:00:00	72.0	1033.0	262.659	scattered clouds	36.0	2.0
